InvoiceNo,Date,StoreID,ProductID,Category,Quantity,UnitPrice,Discount,CostPerUnit,CustomerType,PaymentMode
INV101639,10/20/2024 18:51,S020,SH0005,Shoes,9,197.91,8.41,122.18,Returning,Card
INV109302,10/20/2024 20:38,S016,C0076,Clothing,8,52.78,15.15,41.43,New,Cash
INV106463,10/20/2024 22:05,S008,SH0033,Shoes,5,45.37,21.6,38.5,New,Card
INV103467,10/20/2024 22:41,S004,SH0038,Shoes,6,139.47,14.72,111.68,Returning,Card
INV107402,10/20/2024 23:24,S001,A0051,Accessories,5,31.78,17.68,20.15,Returning,Card
INV100466,10/21/2024 0:09,S014,A0043,Accessories,4,40.57,8.43,30.29,Returning,Digital
INV100815,10/21/2024 0:40,S009,C0015,Clothing,4,65.91,8.55,44.74,New,Cash
INV102980,10/21/2024 1:59,S013,SH0005,Shoes,7,85.75,8.41,54.32,New,Digital
INV100691,10/21/2024 4:13,S003,C0023,Clothing,6,79.26,10.91,59.39,Returning,Digital
INV106553,10/21/2024 4:45,S011,A0060,Accessories,10,47.46,10.46,30.5,Returning,Cash
INV108219,10/21/2024 5:07,S017,C0004,Clothing,3,86.05,19.6,62.39,New,Card
INV107638,10/21/2024 7:33,S009,A0043,Accessories,5,66.24,18.79,37.34,New,Digital
INV101105,10/21/2024 7:44,S015,A0029,Accessories,7,79.73,23.75,41.31,New,Card
INV107936,10/21/2024 8:29,S020,SH0004,Shoes,4,94.65,24.38,75.48,New,Digital
INV109517,10/21/2024 8:34,S014,SH0001,Shoes,5,48.51,21.65,32.46,New,Cash
INV108257,10/21/2024 8:43,S020,SH0001,Shoes,4,134.86,18.06,99.79,New,Cash
INV108037,10/21/2024 8:55,S003,SH0011,Shoes,7,99.11,9.79,61.75,New,Cash
INV106684,10/21/2024 10:30,S008,C0039,Clothing,9,66.85,12.35,43.05,New,Card
INV103917,10/21/2024 11:11,S006,SH0010,Shoes,8,191.2,28.1,135.54,New,Cash
INV103351,10/21/2024 11:54,S010,A0047,Accessories,9,65.04,17.12,44.15,Returning,Card
INV105567,10/21/2024 13:48,S012,C0049,Clothing,8,48.79,8.05,28.14,Returning,Digital
INV100006,10/21/2024 14:24,S002,SH0036,Shoes,3,75.14,10.73,48.64,Returning,Card
INV100252,10/21/2024 14:51,S019,C0043,Clothing,3,32.25,9.2,25.24,Returning,Digital
INV104418,10/21/2024 14:54,S007,A0033,Accessories,10,64.84,19.57,32.48,New,Digital
INV100161,10/21/2024 18:14,S002,SH0003,Shoes,5,186.12,28.35,112.14,Returning,Card
INV106449,10/21/2024 18:16,S005,A0057,Accessories,9,71.16,9.82,51.22,Returning,Cash
INV102141,10/21/2024 19:22,S014,A0024,Accessories,6,46.11,13.54,23.82,New,Digital
INV105561,10/21/2024 19:52,S010,SH0032,Shoes,5,121.32,20.94,73.61,Returning,Cash
INV101626,10/21/2024 20:42,S010,A0051,Accessories,10,12.06,27.52,6.93,Returning,Digital
INV105677,10/21/2024 20:44,S006,SH0033,Shoes,10,195.8,24.89,143.38,Returning,Cash
INV108781,10/21/2024 21:59,S016,A0048,Accessories,10,59.67,29.4,25.87,Returning,Card
INV107974,10/21/2024 22:48,S018,C0084,Clothing,7,89.72,24.75,49.46,New,Digital
INV104469,10/21/2024 22:51,S003,A0050,Accessories,7,20.09,17.28,12.5,New,Cash
INV102323,10/21/2024 23:19,S019,SH0016,Shoes,6,104.43,8.58,57.77,New,Digital
INV101145,10/21/2024 23:43,S019,C0061,Clothing,6,37.46,16.38,20,Returning,Card
INV104236,10/22/2024 0:24,S017,C0034,Clothing,3,55.76,17.79,39.99,Returning,Cash
INV107526,10/22/2024 1:45,S007,A0033,Accessories,3,25.25,5.74,14.18,Returning,Digital
INV107536,10/22/2024 2:41,S015,C0024,Clothing,7,65.28,8.48,42.1,Returning,Digital
INV101872,10/22/2024 5:01,S008,C0033,Clothing,9,88.87,20.42,44.44,New,Digital
INV103606,10/22/2024 5:41,S003,SH0014,Shoes,7,180.67,12.36,131.92,New,Cash
INV103530,10/22/2024 6:06,S008,C0063,Clothing,3,72.78,12.71,46.17,New,Card
INV105802,10/22/2024 9:48,S010,C0069,Clothing,4,25.92,25.15,20.51,New,Card
INV101138,10/22/2024 12:13,S012,SH0001,Shoes,7,186.43,11.64,144.16,Returning,Cash
INV107932,10/22/2024 14:05,S006,C0013,Clothing,10,119.16,27.14,94.14,Returning,Cash
INV105411,10/22/2024 19:58,S006,C0096,Clothing,6,118.82,22.81,79.33,New,Cash
INV109676,10/22/2024 20:22,S011,SH0014,Shoes,3,151.89,26.79,116.42,New,Digital
INV102375,10/22/2024 21:33,S006,SH0037,Shoes,8,156.87,14.35,132.63,New,Digital
INV101403,10/22/2024 21:42,S020,SH0017,Shoes,4,55.21,10.88,45.78,Returning,Cash
INV105193,10/22/2024 22:55,S007,SH0037,Shoes,5,99.63,11.12,57.13,New,Digital
INV100692,10/22/2024 23:12,S007,A0012,Accessories,10,52.41,29.19,26.52,Returning,Card
INV109411,10/22/2024 23:37,S002,C0046,Clothing,9,42.69,7.58,28.68,New,Digital
INV106411,10/23/2024 0:06,S013,SH0013,Shoes,4,48.16,11.11,28.08,New,Cash
INV104944,10/23/2024 0:51,S018,A0041,Accessories,5,55.27,21.64,30.76,Returning,Digital
INV101539,10/23/2024 4:09,S005,SH0033,Shoes,7,42.7,11.34,24.84,Returning,Digital
INV105884,10/23/2024 4:43,S016,A0048,Accessories,7,13.64,13,8.9,New,Digital
INV108394,10/23/2024 4:51,S001,C0026,Clothing,7,38.97,21.1,28.82,New,Card
INV104577,10/23/2024 5:42,S012,SH0029,Shoes,7,72.1,17.88,44.38,New,Digital
INV107678,10/23/2024 9:02,S010,SH0010,Shoes,8,135.78,22.14,82.97,New,Card
INV102871,10/23/2024 9:11,S011,A0025,Accessories,3,11.38,26.89,6.86,Returning,Digital
INV100150,10/23/2024 10:51,S020,SH0030,Shoes,5,63.83,13.2,52.21,Returning,Cash
INV104192,10/23/2024 13:19,S008,A0047,Accessories,8,57.25,28.36,38.05,New,Cash
INV101306,10/23/2024 14:16,S019,C0052,Clothing,9,95.62,24.17,68.07,Returning,Digital
INV101884,10/23/2024 17:37,S018,SH0005,Shoes,8,145.69,20.4,119.91,Returning,Cash
INV106144,10/23/2024 17:55,S010,C0069,Clothing,4,72.51,11.48,53.3,Returning,Cash
INV105562,10/23/2024 18:47,S001,SH0028,Shoes,7,109.42,22.41,62.06,New,Digital
INV102488,10/23/2024 20:54,S017,SH0034,Shoes,5,68.16,27.87,40.34,Returning,Card
INV103149,10/23/2024 21:46,S009,A0037,Accessories,5,46.66,6.29,21.77,Returning,Digital
INV109663,10/23/2024 22:24,S009,C0069,Clothing,6,87.07,24.81,56.92,Returning,Digital
INV105063,10/23/2024 23:38,S008,A0056,Accessories,8,18.91,14.66,9.22,Returning,Card
INV105587,10/24/2024 0:28,S012,A0019,Accessories,4,30.47,16.9,17.81,Returning,Cash
INV101586,10/24/2024 0:55,S011,SH0025,Shoes,4,162.55,20.3,122.78,New,Digital
INV105042,10/24/2024 1:24,S020,C0046,Clothing,10,113.4,20.49,73.51,Returning,Card
INV109781,10/24/2024 1:56,S014,C0048,Clothing,9,75.31,11.65,46.34,New,Cash
INV102648,10/24/2024 2:39,S014,A0037,Accessories,6,62.83,24.08,45.39,New,Digital
INV100779,10/24/2024 4:07,S004,SH0010,Shoes,9,100.39,14.29,56.01,New,Card
INV102964,10/24/2024 4:30,S013,A0056,Accessories,7,25.8,27.37,12.44,New,Cash
INV103037,10/24/2024 4:45,S019,A0007,Accessories,7,68.78,22.71,43.29,New,Cash
INV100931,10/24/2024 6:28,S018,C0005,Clothing,10,108.55,8.5,70.4,Returning,Card
INV108215,10/24/2024 8:09,S017,SH0014,Shoes,5,187.35,14.96,116.83,Returning,Card
INV109576,10/24/2024 9:55,S004,C0081,Clothing,4,21.5,18.4,16.69,Returning,Cash
INV108242,10/24/2024 10:27,S020,A0025,Accessories,9,16.66,27.33,8.33,Returning,Card
INV102262,10/24/2024 10:55,S020,A0006,Accessories,5,74.63,26.07,45.15,Returning,Card
INV108268,10/24/2024 11:42,S020,A0045,Accessories,7,10.56,17.59,7.58,Returning,Card
INV102536,10/24/2024 12:47,S012,C0043,Clothing,7,54.17,14.48,38.61,Returning,Cash
INV106883,10/24/2024 15:43,S013,SH0012,Shoes,4,150.02,12.7,109.11,New,Cash
INV102911,10/24/2024 18:51,S015,A0038,Accessories,3,16.5,20.79,7.45,New,Cash
INV107809,10/24/2024 20:12,S006,C0036,Clothing,8,110.9,28.69,55.51,Returning,Digital
INV107375,10/24/2024 21:22,S009,A0002,Accessories,4,24.17,18.37,11.83,Returning,Cash
INV105539,10/25/2024 0:13,S005,A0041,Accessories,5,54.44,8.1,32.67,New,Digital
INV101405,10/25/2024 3:28,S012,A0034,Accessories,10,45.92,29.31,33.27,Returning,Cash
INV109917,10/25/2024 4:56,S007,SH0003,Shoes,7,178.33,16.95,113.25,New,Digital
INV102952,10/25/2024 5:04,S003,C0033,Clothing,9,22.77,18.35,17.5,New,Card
INV102424,10/25/2024 5:07,S017,C0026,Clothing,9,57.89,6.52,38.01,New,Card
INV102104,10/25/2024 6:17,S012,C0100,Clothing,3,73.1,12.71,48.74,New,Digital
INV102491,10/25/2024 6:47,S005,C0027,Clothing,9,106.75,29.5,83.63,Returning,Digital
INV105944,10/25/2024 6:49,S006,SH0014,Shoes,4,167.69,12.55,92.84,New,Cash
INV104004,10/25/2024 7:35,S013,C0075,Clothing,7,101.7,22.5,72.86,New,Card
INV100104,10/25/2024 8:18,S008,C0001,Clothing,5,69.74,14.51,43.88,Returning,Cash
INV107141,10/25/2024 8:37,S003,A0051,Accessories,4,47.72,19.9,30.54,New,Cash
INV107525,10/25/2024 8:50,S018,SH0004,Shoes,7,106.37,26.35,64.04,Returning,Cash
INV102956,10/25/2024 8:52,S014,A0045,Accessories,9,38.48,16.62,26.11,New,Digital
INV108087,10/25/2024 9:04,S001,A0048,Accessories,3,56.68,27.72,24.97,Returning,Cash
INV102466,10/25/2024 11:09,S003,SH0040,Shoes,5,162.17,6.4,101.74,Returning,Card
INV108747,10/25/2024 14:31,S019,C0042,Clothing,8,44.96,8.99,34.86,Returning,Card
INV104068,10/25/2024 15:20,S015,SH0017,Shoes,8,133.63,6.54,93.33,Returning,Card
INV103466,10/25/2024 15:38,S017,C0033,Clothing,6,93.87,16.02,48.06,Returning,Card
INV108754,10/25/2024 19:47,S003,A0052,Accessories,10,79.82,7.52,42.57,Returning,Digital
INV100172,10/25/2024 20:46,S018,A0024,Accessories,9,79.5,14.39,42.44,New,Digital
INV104456,10/25/2024 22:48,S001,A0047,Accessories,8,19.61,22.45,9.98,Returning,Digital
INV108395,10/26/2024 0:34,S005,C0066,Clothing,5,61.71,17.43,41.73,Returning,Cash
INV100680,10/26/2024 2:42,S002,C0087,Clothing,5,47.33,10.42,29.92,New,Card
INV108084,10/26/2024 2:55,S019,A0008,Accessories,5,37.89,18.47,15.25,Returning,Card
INV102033,10/26/2024 4:01,S009,C0093,Clothing,7,87.59,8.16,51.47,New,Cash
INV101934,10/26/2024 4:08,S007,SH0015,Shoes,3,82.99,6.81,60.29,Returning,Card
INV100631,10/26/2024 7:34,S006,SH0029,Shoes,7,46.69,21.33,37.06,New,Cash
INV106468,10/26/2024 10:49,S012,A0050,Accessories,8,13.37,21.4,6.04,New,Card
INV101773,10/26/2024 11:19,S019,C0100,Clothing,8,83.76,7,49.89,Returning,Cash
INV102528,10/26/2024 12:21,S006,SH0032,Shoes,6,86.9,20.58,70.78,New,Card
INV105457,10/26/2024 12:40,S014,SH0014,Shoes,7,54.53,19.63,33.62,New,Card
INV106670,10/26/2024 13:27,S016,A0035,Accessories,10,12.84,10.74,7.57,Returning,Digital
INV104801,10/26/2024 14:23,S017,C0033,Clothing,4,20.9,22.73,13.95,New,Digital
INV103589,10/26/2024 14:29,S008,C0091,Clothing,8,61.6,21.02,44.81,Returning,Digital
INV102545,10/26/2024 16:00,S015,C0054,Clothing,4,116.68,21.21,84.33,New,Card
INV107105,10/26/2024 17:50,S018,SH0018,Shoes,8,113.88,16.26,88.91,Returning,Cash
INV108836,10/26/2024 20:05,S006,A0004,Accessories,10,33.6,20.29,21.3,Returning,Cash
INV109500,10/26/2024 20:24,S010,A0060,Accessories,7,12.39,26.71,5.39,New,Digital
INV105913,10/26/2024 20:25,S012,SH0023,Shoes,9,96.79,8.94,57.17,New,Card
INV104220,10/26/2024 21:14,S006,A0060,Accessories,4,64.17,25.87,28.65,New,Card
INV102627,10/26/2024 21:36,S020,C0040,Clothing,10,36.26,17.98,22.57,Returning,Cash
INV106394,10/26/2024 21:55,S011,A0011,Accessories,4,26.6,24.55,11.41,New,Cash
INV100829,10/27/2024 0:08,S012,A0056,Accessories,5,58.13,7.2,32.12,New,Digital
INV104415,10/27/2024 5:01,S008,SH0037,Shoes,8,146.3,18.22,95.31,New,Cash
INV101593,10/27/2024 5:50,S018,A0048,Accessories,4,30.73,22.78,19.42,New,Card
INV102796,10/27/2024 6:45,S007,SH0021,Shoes,4,137.97,19.55,90.41,Returning,Cash
INV101979,10/27/2024 7:41,S011,C0045,Clothing,6,48.4,7.06,24.9,New,Card
INV102826,10/27/2024 8:59,S012,SH0025,Shoes,4,170.49,9.15,98.73,New,Card
INV105815,10/27/2024 9:46,S012,SH0005,Shoes,6,77.87,16.23,43.74,Returning,Card
INV108270,10/27/2024 9:58,S009,C0075,Clothing,5,64.09,18.95,36.84,New,Digital
INV105326,10/27/2024 10:08,S008,C0006,Clothing,4,26.85,27.21,14.14,New,Card
INV102011,10/27/2024 10:24,S020,SH0018,Shoes,8,152,13.85,86.52,Returning,Cash
INV101348,10/27/2024 11:13,S007,A0006,Accessories,8,32.77,25.69,18.31,New,Cash
INV100551,10/27/2024 11:22,S014,SH0038,Shoes,8,44.3,14.51,36.21,Returning,Card
INV107048,10/27/2024 13:49,S020,C0068,Clothing,3,107.11,26.91,71.94,Returning,Cash
INV104617,10/27/2024 14:23,S011,C0071,Clothing,10,65.28,9.11,48.58,Returning,Digital
INV103059,10/27/2024 15:32,S019,C0044,Clothing,10,63.77,17.33,40.48,New,Digital
INV102778,10/27/2024 16:23,S006,SH0026,Shoes,4,184.2,12.11,133.42,Returning,Card
INV106935,10/27/2024 16:43,S009,C0071,Clothing,8,91.37,12.39,54.3,Returning,Cash
INV105601,10/27/2024 20:01,S005,A0042,Accessories,6,70.57,19.54,29.07,New,Card
INV102437,10/27/2024 21:51,S010,A0013,Accessories,8,21.1,25.22,10.2,Returning,Cash
INV109645,10/27/2024 21:54,S017,A0003,Accessories,9,29.96,23.06,12.49,New,Card
INV102779,10/27/2024 22:01,S014,A0020,Accessories,7,72.3,22.55,32.77,Returning,Card
INV106038,10/27/2024 22:32,S017,SH0032,Shoes,6,133.35,26.02,91.5,Returning,Digital
INV100208,10/27/2024 23:09,S004,A0022,Accessories,10,41.87,13.71,19.78,Returning,Digital
INV108049,10/28/2024 1:29,S020,A0044,Accessories,8,60.78,11.47,44.68,New,Card
INV102100,10/28/2024 2:42,S009,A0024,Accessories,5,77.43,24.03,50.46,New,Cash
INV107893,10/28/2024 3:40,S009,SH0036,Shoes,6,65.52,17.73,47.31,New,Card
INV102132,10/28/2024 4:32,S015,A0031,Accessories,4,18.69,18.41,8.74,Returning,Digital
INV109827,10/28/2024 5:00,S002,SH0018,Shoes,6,165.36,8.75,137.09,New,Card
INV100960,10/28/2024 6:27,S006,SH0016,Shoes,8,64.66,5.12,46.34,Returning,Cash
INV104086,10/28/2024 9:09,S004,SH0009,Shoes,8,107.03,9.49,66.74,Returning,Digital
INV100304,10/28/2024 9:23,S005,SH0021,Shoes,3,108.16,5.24,63.25,New,Card
INV103183,10/28/2024 9:49,S002,A0025,Accessories,6,39.62,24.57,24.95,New,Cash
INV100408,10/28/2024 10:01,S015,SH0018,Shoes,5,187.06,7.36,131.57,Returning,Cash
INV109274,10/28/2024 10:13,S008,A0035,Accessories,6,16.94,28.2,10.39,New,Card
INV108501,10/28/2024 11:23,S019,A0012,Accessories,5,73.66,19.04,47.59,New,Card
INV100994,10/28/2024 11:41,S017,SH0033,Shoes,10,90.29,21.21,59.8,Returning,Cash
INV107573,10/28/2024 12:18,S019,A0039,Accessories,6,78.41,15.62,51.85,Returning,Digital
INV105209,10/28/2024 12:36,S018,C0041,Clothing,8,102.36,10.63,58.02,Returning,Cash
INV104122,10/28/2024 12:47,S014,C0013,Clothing,3,71.79,22.89,44.36,New,Cash
INV106313,10/28/2024 12:49,S018,SH0009,Shoes,4,108.68,25.98,87.11,Returning,Card
INV107971,10/28/2024 13:27,S001,A0005,Accessories,8,74.38,14.94,39.32,Returning,Digital
INV104306,10/28/2024 14:06,S017,SH0011,Shoes,3,131.26,8.55,107.11,Returning,Digital
INV108744,10/28/2024 14:28,S017,C0050,Clothing,10,112.44,6.66,77.84,Returning,Digital
INV101643,10/28/2024 17:58,S005,A0053,Accessories,8,64.26,23.86,36.73,New,Digital
INV100503,10/28/2024 18:35,S015,C0012,Clothing,6,61.17,19.79,40.16,Returning,Cash
INV105392,10/28/2024 19:27,S017,A0052,Accessories,5,52.17,17.82,27.63,New,Cash
INV105060,10/28/2024 21:12,S009,C0028,Clothing,9,116.07,27.71,66.55,New,Card
INV102089,10/28/2024 21:51,S014,A0024,Accessories,7,46.72,11.09,18.76,New,Digital
INV101631,10/28/2024 21:53,S011,C0092,Clothing,4,105.92,29.44,56.18,Returning,Card
INV109178,10/28/2024 22:42,S012,SH0002,Shoes,10,152.06,16.29,112.27,Returning,Card
INV102305,10/28/2024 23:25,S019,A0035,Accessories,6,73.6,10.04,38.24,Returning,Digital
INV107389,10/29/2024 3:04,S012,C0035,Clothing,9,69.47,24.33,53.07,Returning,Cash
INV109799,10/29/2024 4:39,S017,SH0008,Shoes,7,179.94,22.68,150.56,Returning,Card
INV106442,10/29/2024 5:26,S020,SH0013,Shoes,6,100.63,25.42,65.59,Returning,Cash
INV107351,10/29/2024 15:47,S013,A0005,Accessories,4,18.58,22.97,11.93,New,Card
INV106705,10/30/2024 4:25,S015,SH0035,Shoes,8,58.38,29.55,47.41,New,Cash
INV101774,10/30/2024 5:55,S010,C0097,Clothing,9,30.63,9.2,17,Returning,Cash
INV109542,10/30/2024 5:57,S013,C0074,Clothing,9,62.65,29.12,33.07,Returning,Cash
INV101388,10/30/2024 7:16,S002,C0018,Clothing,9,103.68,5.07,59.65,New,Cash
INV109544,10/30/2024 8:07,S017,SH0034,Shoes,8,47.58,27.15,38.48,New,Cash
INV107823,10/30/2024 16:16,S020,C0085,Clothing,10,29.27,6.07,17.76,New,Digital
INV105225,10/30/2024 16:58,S020,C0045,Clothing,6,61.56,29.98,43.95,Returning,Card
INV105446,10/30/2024 17:01,S009,SH0015,Shoes,9,70.22,11.44,54.22,Returning,Digital
INV109762,10/30/2024 21:53,S017,C0072,Clothing,9,117.53,25.06,59.44,New,Card
INV102512,10/30/2024 23:59,S006,C0095,Clothing,7,119.2,5.24,91,New,Card
INV101178,10/31/2024 3:46,S016,A0041,Accessories,8,27.29,9.58,16.63,Returning,Cash
INV104466,10/31/2024 5:01,S010,C0085,Clothing,4,103.27,11.48,65.38,Returning,Cash
INV100258,10/31/2024 5:15,S012,A0052,Accessories,3,61.67,22.59,32.41,New,Digital
INV108078,10/31/2024 5:30,S019,A0056,Accessories,6,44.82,26.23,21.42,New,Card
INV106341,10/31/2024 7:49,S007,SH0026,Shoes,8,159.1,7.24,107.47,Returning,Card
INV102385,10/31/2024 12:03,S002,C0086,Clothing,4,28.02,21.68,22.07,New,Card
INV103526,10/31/2024 13:54,S008,SH0032,Shoes,6,198.97,26.6,160.39,New,Digital
INV108801,11/1/2024 0:01,S004,A0019,Accessories,3,72.56,22.18,38.02,Returning,Card
INV106091,11/1/2024 0:08,S014,SH0020,Shoes,10,147.93,26.95,100.73,New,Digital
INV101024,11/1/2024 0:24,S003,A0026,Accessories,8,77.31,28.64,33.63,Returning,Digital
INV106217,11/1/2024 5:18,S010,SH0001,Shoes,6,96.48,22.77,69.25,Returning,Cash
INV107456,11/1/2024 5:26,S017,SH0029,Shoes,9,194.3,6.04,162.46,New,Cash
INV104223,11/1/2024 5:31,S006,A0031,Accessories,6,23.14,16.14,11.74,New,Digital
INV102939,11/1/2024 9:54,S003,SH0016,Shoes,10,81.15,7.84,49.96,Returning,Card
INV104013,11/1/2024 10:21,S019,SH0024,Shoes,4,89.73,20.16,58.36,New,Card
INV103856,11/1/2024 11:31,S012,C0024,Clothing,4,30.24,27.75,23.12,Returning,Digital
INV109390,11/1/2024 12:29,S004,C0007,Clothing,4,86.79,14.59,43.88,New,Digital
INV102693,11/1/2024 14:59,S007,A0039,Accessories,8,75.12,20.03,39.16,Returning,Card
INV104962,11/1/2024 15:27,S006,SH0018,Shoes,4,67.31,16.48,39,New,Digital
INV103628,11/1/2024 15:28,S011,SH0037,Shoes,6,158.84,10.66,96.77,Returning,Digital
INV106977,11/1/2024 15:50,S006,A0013,Accessories,6,40.75,13.15,26.47,New,Card
INV101380,11/1/2024 17:43,S011,SH0034,Shoes,3,62.5,19.41,40.7,New,Cash
INV100014,11/1/2024 18:35,S002,SH0015,Shoes,3,41.15,10.72,31.37,Returning,Cash
INV107432,11/1/2024 18:48,S008,A0022,Accessories,10,79.77,28.8,33.83,New,Card
INV106609,11/1/2024 18:49,S018,A0020,Accessories,7,21.19,29.35,13.3,New,Cash
INV106969,11/1/2024 19:32,S018,A0048,Accessories,8,16.38,22.26,11.24,New,Cash
INV100813,11/1/2024 20:49,S001,C0004,Clothing,4,81.81,19.29,54.25,New,Card
INV109258,11/1/2024 21:25,S003,A0023,Accessories,4,72.21,28.84,34.04,New,Cash
INV108564,11/1/2024 23:23,S012,C0021,Clothing,3,52.02,16.28,30.66,New,Card
INV106972,11/1/2024 23:27,S008,SH0013,Shoes,8,49.98,18.8,41.7,Returning,Digital
INV101364,11/2/2024 2:29,S019,C0026,Clothing,6,64.29,28.14,45.98,New,Cash
INV105021,11/2/2024 8:37,S003,A0032,Accessories,10,20.43,23,10.31,New,Card
INV107382,11/2/2024 14:10,S014,C0004,Clothing,7,119.38,15.07,85.39,New,Digital
INV109413,11/2/2024 15:26,S017,A0051,Accessories,5,60.71,17.42,42.68,New,Digital
INV107695,11/2/2024 15:49,S006,SH0027,Shoes,8,185.51,28.12,147.5,New,Digital
INV101636,11/2/2024 17:04,S014,C0062,Clothing,7,74.33,25.68,41.54,New,Card
INV102992,11/2/2024 19:17,S019,SH0028,Shoes,9,92.44,17.41,55.34,New,Cash
INV106592,11/2/2024 23:00,S018,A0033,Accessories,9,68.54,7,44.32,New,Cash
INV106359,11/2/2024 23:20,S016,A0025,Accessories,7,36.35,28.76,19.5,Returning,Digital
INV106132,11/2/2024 23:48,S004,C0084,Clothing,4,69.88,28.8,51.2,Returning,Cash
INV101701,11/3/2024 0:05,S003,SH0012,Shoes,9,72.08,6.72,59.19,New,Cash
INV109433,11/3/2024 0:23,S011,A0059,Accessories,4,41.02,5.17,20.29,New,Digital
INV101741,11/3/2024 1:44,S020,A0050,Accessories,3,26.47,22.18,10.64,New,Card
INV106496,11/3/2024 4:23,S006,SH0027,Shoes,9,150.14,5.01,95.73,Returning,Cash
INV103254,11/3/2024 4:25,S004,C0040,Clothing,6,23.26,17.22,16.26,New,Cash
INV106460,11/3/2024 5:21,S007,A0016,Accessories,6,45.63,7.33,23.36,Returning,Digital
INV108745,11/3/2024 7:02,S020,C0028,Clothing,6,60.41,29.5,45.49,New,Digital
INV105977,11/3/2024 10:34,S018,A0008,Accessories,7,45.47,5.26,19.76,Returning,Digital
INV106556,11/3/2024 11:48,S008,SH0038,Shoes,8,81.9,6.35,66.03,Returning,Cash
INV106385,11/3/2024 12:03,S012,SH0017,Shoes,10,157.36,21.95,93.43,New,Card
INV109733,11/3/2024 12:34,S001,A0043,Accessories,6,55.76,21.85,26.25,Returning,Cash
INV105632,11/3/2024 13:09,S012,SH0010,Shoes,9,183.08,21.9,120.28,Returning,Digital
INV107058,11/3/2024 13:13,S017,A0052,Accessories,8,67.58,17.1,45.24,Returning,Cash
INV100783,11/3/2024 16:24,S018,SH0014,Shoes,9,104.06,9.59,58.98,New,Digital
INV104725,11/3/2024 17:27,S005,SH0035,Shoes,9,43.41,24.57,27.59,New,Card
INV100362,11/3/2024 19:02,S020,A0060,Accessories,7,78.91,22.79,48.52,New,Cash
INV102721,11/3/2024 20:36,S014,SH0034,Shoes,3,95.62,25.11,79.67,Returning,Digital
INV107137,11/3/2024 20:41,S018,C0023,Clothing,7,29.49,8.23,17.12,New,Digital
INV108292,11/3/2024 21:08,S009,A0055,Accessories,4,76.61,7.46,50.05,Returning,Digital
INV104307,11/3/2024 21:24,S017,C0088,Clothing,7,116.16,25.77,86.27,Returning,Cash
INV102805,11/3/2024 22:16,S003,SH0006,Shoes,7,111.64,29.31,65.91,Returning,Digital
INV105946,11/3/2024 22:32,S009,A0028,Accessories,8,10.81,7.75,4.42,New,Digital
INV103374,11/3/2024 22:57,S008,A0052,Accessories,7,17.16,11.23,7.28,Returning,Cash
INV107798,11/3/2024 23:14,S004,C0077,Clothing,9,26.11,14.63,20.4,New,Digital
INV108994,11/4/2024 0:15,S019,A0019,Accessories,3,37.97,28.06,27.91,Returning,Card
INV102331,11/4/2024 0:31,S019,C0047,Clothing,10,114.72,6.35,68.52,Returning,Digital
INV108705,11/4/2024 0:33,S004,SH0013,Shoes,6,164.05,23.57,131.2,New,Cash
INV107028,11/4/2024 0:41,S009,A0058,Accessories,6,69.83,10.42,29.22,Returning,Card
INV100655,11/4/2024 0:53,S010,C0049,Clothing,8,85.49,28.4,65.44,Returning,Cash
INV107762,11/4/2024 2:40,S015,SH0009,Shoes,8,62,16.66,36.83,New,Cash
INV105159,11/4/2024 3:16,S019,C0023,Clothing,8,36.68,27.36,20.7,Returning,Cash
INV102414,11/4/2024 3:22,S014,A0053,Accessories,9,11.27,20.38,6.91,New,Digital
INV106448,11/4/2024 3:45,S011,C0066,Clothing,8,110.07,10.2,74.9,Returning,Cash
INV109949,11/4/2024 3:55,S018,SH0038,Shoes,3,170.27,10.8,128.28,New,Cash
INV107415,11/4/2024 4:14,S011,A0011,Accessories,6,47.77,10.7,22.42,Returning,Card
INV107963,11/4/2024 4:20,S010,SH0028,Shoes,6,40.74,11,23.57,Returning,Digital
INV101537,11/4/2024 4:25,S018,A0042,Accessories,6,69.17,27.32,47.61,New,Digital
INV105188,11/4/2024 5:09,S007,A0042,Accessories,4,12.48,10.92,5.73,Returning,Digital
INV101462,11/4/2024 5:09,S009,A0022,Accessories,3,45.86,25.28,19.54,Returning,Card
INV106902,11/4/2024 5:30,S009,A0032,Accessories,3,79.09,7.45,48.85,Returning,Cash
